customer_id,avg_monthly_expenditure,sd_monthly_expenditure,num_monthly_visit,customer_city,customer_state_province,marital_status,gender,num_children_at_home,days_visited,income,age,num_stores
2515,13.781666666666666,21.270559181149608,4,Burbank,CA,M,M,2,5,40000,39,0
2521,8.935,16.993408615214204,3,Arcadia,CA,S,M,0,3,40000,78,0
2523,2.6666666666666665,9.237604307034012,1,Altadena,CA,S,M,0,1,100000,77,0
2524,3.0400000000000005,10.530868910018775,1,Burbank,CA,S,F,0,2,40000,55,0
2526,5.904166666666667,15.268304340176169,2,San Diego,CA,S,F,0,2,40000,78,1
2529,3.7550000000000003,13.00770156484227,1,Long Beach,CA,M,F,0,1,80000,75,0
2530,3.109166666666667,7.702516068654371,2,Long Beach,CA,M,F,1,2,20000,50,0
2531,1.4708333333333334,3.436032221071628,2,Richmond,CA,S,F,0,2,20000,42,0
2533,3.8091666666666666,11.50664429270271,2,Bellflower,CA,M,M,1,2,60000,84,0
2535,4.380833333333333,15.175651825649313,1,Grossmont,CA,M,M,0,1,40000,87,0
2536,2.5408333333333335,5.937860738642761,2,Imperial Beach,CA,S,F,0,2,20000,32,0
2542,10.601666666666667,19.973944315411302,3,Santa Monica,CA,M,M,1,4,20000,59,0
2544,2.8033333333333332,6.796773744456508,2,Oakland,CA,M,F,4,2,100000,61,0
2550,18.645833333333336,33.90787370571066,4,San Diego,CA,M,M,1,5,120000,46,1
2558,1.2075,4.182902700278839,1,Newport Beach,CA,M,F,0,1,120000,88,0
2560,3.1916666666666664,7.825949647089986,2,La Mesa,CA,S,M,0,2,40000,84,0
2569,7.1883333333333335,16.79027902379736,2,Beverly Hills,CA,M,M,1,2,20000,60,1
2571,9.7625,19.196522945101755,3,Beverly Hills,CA,M,F,1,3,140000,59,1
2572,2.0558333333333336,7.1216155704540345,1,Altadena,CA,S,M,0,1,40000,69,0
2577,2.026666666666667,7.02057927334585,1,Concord,CA,S,F,0,1,40000,52,0
2581,11.9225,25.68575626684953,3,San Gabriel,CA,M,M,1,4,40000,72,0
2582,10.69,24.988486803471567,2,Torrance,CA,M,F,2,2,20000,46,0
2584,13.845833333333333,21.34888434740298,4,National City,CA,M,F,0,4,40000,81,0
2586,5.585833333333333,16.274866545093573,3,Pomona,CA,S,F,0,3,60000,24,0
2591,6.683333333333334,13.71066693778198,3,Glendale,CA,S,F,0,3,20000,19,0
2592,5.972499999999999,13.948791492129669,2,Pomona,CA,S,M,0,2,40000,56,0
2596,8.3375,15.41830501532041,3,Beverly Hills,CA,M,M,4,3,80000,38,1
2598,1.5599999999999998,5.4039985196148965,1,Daly City,CA,M,F,2,1,20000,35,0
2599,7.6000000000000005,17.758165343402915,2,Arcadia,CA,M,M,0,3,60000,32,0
2601,1.9258333333333333,6.671282360486126,1,Los Angeles,CA,M,F,2,1,20000,32,1
2605,5.4558333333333335,13.55583300034835,3,Lincoln Acres,CA,S,F,0,3,20000,47,0
2609,1.2,4.156921938165306,1,Downey,CA,M,F,0,1,20000,54,0
2610,5.1241666666666665,11.323675486128677,3,Downey,CA,S,F,0,3,60000,67,0
2618,4.281666666666666,10.154440885492892,2,Los Angeles,CA,M,F,5,2,40000,32,1
2619,3.8641666666666663,13.385865991161472,1,Downey,CA,S,F,0,2,20000,46,0
2620,8.845,20.78824995913885,2,West Covina,CA,M,F,0,2,60000,76,0
2621,0.6583333333333333,2.280533563299022,1,Woodland Hills,CA,M,F,0,1,40000,56,0
2623,1.0616666666666668,3.677721214737916,1,National City,CA,M,M,0,1,40000,77,0
2627,11.0025,18.305679756939824,4,Bellflower,CA,S,M,0,7,20000,19,0
2640,14.136666666666667,29.323141755689182,4,Downey,CA,M,M,4,5,40000,28,0
2647,2.2425,7.768247871946414,1,Long Beach,CA,S,M,0,2,60000,58,0
2648,0.5433333333333333,1.8821618775581799,1,El Cajon,CA,M,M,1,1,40000,36,0
2654,9.200833333333332,20.59571643828057,3,Arcadia,CA,M,F,2,4,140000,65,0
2658,4.841666666666667,16.77202531995863,1,Glendale,CA,M,M,0,1,40000,36,0
2667,2.4208333333333334,8.386012659979315,1,Glendale,CA,M,F,1,1,60000,74,0
2668,3.3216666666666668,11.506590864949242,1,Lakewood,CA,M,M,0,2,80000,79,0
2670,3.6508333333333334,12.646857646598754,1,La Mesa,CA,S,F,0,1,80000,38,0
2672,5.706666666666667,13.809691809696112,2,Chula Vista,CA,S,M,0,2,20000,36,0
2675,7.3175,17.4350911174197,2,San Gabriel,CA,S,M,0,2,120000,36,0
2681,7.520833333333333,26.052930897181863,1,Altadena,CA,M,M,3,2,150000,54,0
2687,10.329166666666666,22.82971487033086,3,Grossmont,CA,S,F,0,3,60000,38,0
2688,6.425833333333333,12.464434099638957,3,Burbank,CA,M,F,3,3,60000,69,0
2694,1.6775,4.136828220662871,2,National City,CA,S,F,0,2,80000,48,0
2699,14.015,21.224827443350392,4,Lincoln Acres,CA,M,F,2,4,40000,22,0
2700,3.1458333333333335,10.897486330954186,1,Lemon Grove,CA,S,F,0,1,40000,32,0
2703,4.073333333333333,11.231136373601036,2,Lakewood,CA,S,M,0,2,40000,70,0
2705,6.045833333333333,11.474219686943528,3,Coronado,CA,M,F,0,3,140000,20,0
2706,0.8725,3.0224286592076908,1,Coronado,CA,M,F,1,1,80000,39,0
2709,6.1850000000000005,15.343127866483833,2,Torrance,CA,S,F,0,2,40000,41,0
2712,0.8025000000000001,2.779941546148048,1,Arcadia,CA,M,M,0,1,20000,85,0
2720,1.6233333333333333,5.623391621906955,1,Oakland,CA,M,M,3,1,40000,29,0
2722,4.2299999999999995,14.653149832032701,1,West Covina,CA,S,M,0,2,120000,74,0
2724,3.3249999999999997,11.518137870333033,1,Lincoln Acres,CA,S,M,0,1,60000,22,0
2727,10.094999999999999,18.752811910363057,3,Imperial Beach,CA,S,F,0,3,60000,37,0
2731,0.66,2.286307065990918,1,West Covina,CA,S,M,0,1,40000,42,0
2734,1.8566666666666667,6.431681998772431,1,Pomona,CA,S,M,0,1,140000,84,0
2735,6.816666666666666,12.555600223394219,3,Chula Vista,CA,S,M,0,3,140000,81,0
2736,14.72,30.326624066531494,4,Altadena,CA,M,F,5,5,20000,74,0
2746,8.298333333333334,20.55357780548342,2,Pomona,CA,S,M,0,2,140000,43,0
2747,6.761666666666666,22.304372516018763,2,Coronado,CA,S,M,0,3,80000,57,0
2751,4.435,15.363290663135942,1,Glendale,CA,M,F,2,1,40000,88,0
2757,3.315,6.272387540207115,3,Glendale,CA,M,M,3,3,80000,60,0
2758,0.215,0.7447818472546173,1,Newport Beach,CA,M,M,3,1,20000,24,0
2760,7.612500000000001,22.163343661837835,2,Long Beach,CA,S,M,0,3,60000,64,0
2765,1.7466666666666668,6.050630821107278,1,San Jose,CA,M,F,2,1,40000,65,0
2770,10.126666666666667,16.507890858800245,4,Downey,CA,S,F,0,4,40000,48,0
2779,6.35,15.219577105581063,2,Downey,CA,M,F,1,2,40000,68,0
2781,5.7283333333333335,13.42227242197449,2,Lemon Grove,CA,M,F,2,3,20000,73,0
2782,8.7375,19.096847014863236,3,Torrance,CA,M,F,0,3,80000,53,0
2788,9.116666666666667,15.456551616670126,4,Beverly Hills,CA,S,F,0,5,140000,73,1
2793,11.66,19.671185664685936,4,Grossmont,CA,S,M,0,4,40000,72,0
2794,6.858333333333333,17.406699250227735,2,Lakewood,CA,S,M,0,2,40000,36,0
2795,13.293333333333333,31.72719347910568,3,Los Angeles,CA,M,M,2,5,20000,83,1
2799,5.4625,12.80853985362181,2,Santa Monica,CA,S,F,0,2,100000,24,0
2800,1.7091666666666667,5.920727010539613,1,Torrance,CA,M,F,4,1,40000,87,0
2801,1.0508333333333333,2.8624384339019047,2,San Francisco,CA,S,M,0,2,40000,55,1
2809,6.297499999999999,12.052719138699102,3,Lakewood,CA,M,F,1,3,100000,77,0
2812,1.2425,4.30414625680866,1,Redwood City,CA,S,M,0,1,40000,54,0
2817,4.030833333333334,9.72322005990471,2,Glendale,CA,S,F,0,2,80000,68,0
2818,11.3475,21.278411221021862,3,Burbank,CA,S,M,0,5,140000,49,0
2819,0.7491666666666666,2.5951894600073677,1,Santa Cruz,CA,S,M,0,1,40000,35,0
2820,7.450833333333333,25.810443784122217,1,Los Angeles,CA,M,F,0,3,120000,68,1
2821,7.67,23.549134321089753,2,West Covina,CA,M,F,0,2,100000,19,0
2823,5.24,18.151892463321836,1,San Diego,CA,M,F,1,1,140000,80,1
2827,4.473333333333334,15.496081225049556,1,Burbank,CA,S,F,0,1,60000,79,0
2828,3.533333333333333,8.273346397079033,2,Bellflower,CA,M,F,0,2,40000,19,0
2830,8.551666666666666,16.353495502537527,3,Glendale,CA,S,M,0,3,20000,42,0
2847,1.315,4.555293623906147,1,Concord,CA,M,F,0,1,100000,42,0
2848,3.734166666666667,12.935532781193565,1,Glendale,CA,S,F,0,1,20000,80,0
2861,17.258333333333333,30.93494723780955,4,Newport Beach,CA,M,M,5,5,40000,34,0
2866,7.024166666666667,11.222711111713146,4,Altadena,CA,S,F,0,4,40000,30,0
2870,2.19,7.586382537151683,1,Woodland Hills,CA,S,M,0,1,20000,33,0
2875,5.279166666666667,16.491359973873553,2,Santa Monica,CA,M,F,2,2,60000,33,0
2876,1.6066666666666667,5.565656594987993,1,San Gabriel,CA,M,F,0,1,80000,64,0
2879,1.9016666666666666,6.58756657145363,1,Downey,CA,S,M,0,1,140000,64,0
2881,3.85,13.336791218280357,1,Lincoln Acres,CA,M,F,1,1,40000,34,0
2882,3.4883333333333333,8.21923003840642,2,Lincoln Acres,CA,S,M,0,2,20000,73,0
2885,5.579166666666667,15.191219029625655,2,Grossmont,CA,S,F,0,2,140000,55,0
2888,6.2316666666666665,14.74313697551467,2,La Mesa,CA,S,M,0,2,140000,47,0
2890,7.379166666666666,14.73959568850537,3,Beverly Hills,CA,M,F,4,4,40000,54,1
2893,13.170833333333334,21.280325295844744,5,Spring Valley,CA,M,F,1,5,80000,36,0
2899,4.8758333333333335,13.947014967911647,2,San Diego,CA,M,F,1,2,140000,56,1
2900,5.555,12.991387706686863,2,Santa Monica,CA,M,F,3,2,40000,44,0
2903,6.32,13.674233899099164,3,Grossmont,CA,S,M,0,3,140000,41,0
2906,3.9316666666666666,13.619692850183272,1,Coronado,CA,M,M,1,1,20000,31,0
2913,3.9408333333333334,13.6514471149887,1,Pomona,CA,M,F,1,1,60000,26,0
2927,4.889166666666667,16.936570146677674,1,Bellflower,CA,M,M,4,1,40000,73,0
2929,10.823333333333334,21.621724064356005,3,San Diego,CA,S,M,0,3,80000,35,1
2930,7.335000000000001,15.654153965118537,3,San Diego,CA,S,F,0,3,80000,48,1
2933,2.7358333333333333,8.527746647197482,2,Imperial Beach,CA,S,F,0,2,100000,56,0
2936,3.3175,7.77454134864676,2,Coronado,CA,S,F,0,2,80000,48,0
2941,4.9675,12.06831849777078,2,Lemon Grove,CA,S,M,0,2,80000,57,0
2948,1.9116666666666668,6.622207587605008,1,Concord,CA,S,M,0,1,40000,63,0
2951,6.906666666666667,16.24472744298807,2,Chula Vista,CA,M,F,1,2,40000,80,0
2955,3.3433333333333333,7.921584246203342,2,Newport Beach,CA,S,F,0,2,20000,50,0
2956,4.934166666666667,17.092454719358873,1,Woodland Hills,CA,M,F,1,2,120000,61,0
2957,6.329166666666667,16.731889779880234,2,Arcadia,CA,S,M,0,2,150000,66,0
2958,5.1450000000000005,17.822802809883747,1,El Cajon,CA,M,M,1,2,60000,20,0
2961,8.003333333333334,14.899667069699202,3,Downey,CA,S,F,0,3,40000,43,0
2963,4.275,10.5986650102737,2,Downey,CA,S,M,0,2,100000,86,0
2969,9.1175,17.1587804848501,3,Lakewood,CA,S,M,0,4,20000,73,0
2970,7.168333333333333,17.572191270886112,2,El Cajon,CA,M,M,3,2,20000,58,0
2971,2.075833333333333,7.190897602756789,1,Novato,CA,M,F,3,1,40000,78,0
2972,1.1824999999999999,4.0963001599003945,1,Redwood City,CA,S,M,0,1,80000,44,0
2975,2.1716666666666664,7.522874007540824,1,National City,CA,M,F,1,1,80000,22,0
2976,2.506666666666667,6.707983484195711,2,Newport Beach,CA,M,M,4,2,40000,48,0
2977,0.6033333333333334,2.0900079744664453,1,Los Angeles,CA,S,M,0,1,120000,48,1
2982,2.549166666666667,8.830572367255325,1,Spring Valley,CA,M,M,2,1,20000,27,0
2993,7.890833333333333,27.334648494782833,1,Imperial Beach,CA,S,M,0,3,80000,21,0
2994,7.995833333333333,15.086662055262487,3,Imperial Beach,CA,M,M,1,3,40000,34,0
3003,9.67,20.225762599399626,3,Bellflower,CA,S,F,0,3,60000,35,0
3004,2.6508333333333334,7.016766230489179,2,Downey,CA,S,F,0,2,140000,77,0
3005,15.504166666666666,29.87828869942287,3,Beverly Hills,CA,S,M,0,3,80000,41,1
3006,5.03,13.693243191111048,2,Lemon Grove,CA,M,M,2,2,60000,27,0
3009,3.36,11.639381426862855,1,Burbank,CA,M,F,2,1,140000,30,0
3010,2.945833333333333,10.204666007926633,1,Burbank,CA,S,M,0,2,100000,68,0
3012,6.161666666666667,17.74270494563551,2,El Cajon,CA,M,F,4,2,80000,35,0
3018,5.1066666666666665,11.413791763662172,3,La Mesa,CA,M,M,3,3,20000,68,0
3022,1.7433333333333334,6.039083815723486,1,San Gabriel,CA,M,M,0,1,20000,74,0
3028,1.2383333333333333,4.289712500078919,1,Bellflower,CA,S,M,0,1,20000,72,0
3031,2.665,4.856479270942161,3,West Covina,CA,M,M,2,3,40000,51,0
3033,4.9191666666666665,17.040493195131805,1,Lemon Grove,CA,S,M,0,1,20000,44,0
3034,9.895833333333332,23.80904238398563,2,Arcadia,CA,S,M,0,4,100000,29,0
3037,2.2325,5.332785601608907,2,La Jolla,CA,M,M,4,2,40000,67,0
3039,12.925,25.122725496323767,3,Newport Beach,CA,S,M,0,3,20000,88,0
3041,1.9333333333333333,6.697263122599659,1,La Mesa,CA,S,M,0,1,40000,50,0
3042,5.200833333333334,12.48337109069016,2,La Mesa,CA,M,F,0,2,40000,25,0
3051,3.6625,12.687272165442026,1,San Gabriel,CA,M,M,1,1,80000,60,0
3052,9.071666666666667,14.158668294680396,5,Bellflower,CA,S,M,0,5,40000,64,0
3054,1.27,3.087426112476216,2,National City,CA,S,M,0,2,60000,82,0
3057,2.103333333333333,7.286160397173076,1,Arcadia,CA,S,M,0,1,40000,53,0
3058,7.112500000000001,13.522021853258485,3,Altadena,CA,M,M,2,4,40000,60,0
3063,5.258333333333333,14.506889794685542,2,Grossmont,CA,S,M,0,2,140000,56,0
3066,8.491666666666667,20.013368638048522,2,Coronado,CA,S,F,0,3,80000,41,0
3070,12.635833333333334,23.227110906451667,3,Santa Monica,CA,M,M,1,4,40000,51,0
3072,2.091666666666667,7.245745878329804,1,Mill Valley,CA,M,M,1,1,40000,44,0
3076,0.7708333333333334,2.6702449950020193,1,San Gabriel,CA,S,F,0,1,40000,44,0
3081,1.2375,4.286825748732971,1,Coronado,CA,S,F,0,1,100000,48,0
3082,9.948333333333332,19.618980064923832,4,Beverly Hills,CA,S,F,0,4,60000,65,1
3087,12.51,23.528154894238366,4,Glendale,CA,S,M,0,5,80000,86,0
3093,2.066666666666667,7.15914333795136,1,Lemon Grove,CA,S,F,0,1,80000,68,0
3094,5.6450000000000005,13.225881307634527,2,Grossmont,CA,M,M,2,3,20000,58,0
3095,1.0241666666666667,3.54781740417025,1,Mill Valley,CA,M,M,5,1,40000,45,0
3097,8.545,20.27418936839287,2,Pomona,CA,M,M,0,2,40000,39,0
3099,11.1875,16.77414196423661,5,Beverly Hills,CA,M,M,1,6,40000,62,1
3100,7.215833333333332,17.528421314764167,2,Santa Monica,CA,M,M,3,3,40000,28,0
3102,13.801666666666666,22.81410920434718,4,La Jolla,CA,S,M,0,4,20000,64,0
3103,3.080833333333333,10.672319725970231,1,Imperial Beach,CA,S,F,0,1,150000,23,0
3107,0.9691666666666666,2.2643299564142922,2,West Covina,CA,M,F,0,2,20000,27,0
3111,2.3066666666666666,7.99052772558442,1,Lemon Grove,CA,M,M,1,1,60000,48,0
3114,2.6933333333333334,9.329980350104353,1,Los Angeles,CA,S,M,0,1,40000,71,1
3115,4.7,10.016347546976302,3,Downey,CA,M,M,1,3,20000,61,0
3116,16.8975,29.174986211728456,4,West Covina,CA,S,F,0,5,60000,65,0
3121,8.2625,14.15865885084267,4,Lakewood,CA,M,M,1,4,60000,54,0
3126,0.425,1.4722431864335455,1,Daly City,CA,M,F,0,1,40000,30,0
3127,2.8783333333333334,6.84296697125574,2,Arcadia,CA,S,F,0,2,80000,23,0
3128,6.913333333333333,17.22312891715584,3,Long Beach,CA,S,M,0,4,120000,65,0
3133,7.8875,12.583604141175858,4,Lincoln Acres,CA,M,M,1,4,60000,32,0
3139,3.1941666666666664,11.064917909019178,1,El Cajon,CA,S,F,0,1,80000,30,0
3140,6.0408333333333335,10.185892613479357,4,Downey,CA,M,M,0,4,60000,50,0
3143,2.5083333333333333,8.689121551303868,1,Woodland Hills,CA,S,F,0,1,150000,66,0
3146,8.155000000000001,20.25414143958083,2,Burbank,CA,M,M,0,3,40000,43,0
3155,3.97,13.752483412096886,1,Torrance,CA,S,F,0,1,120000,36,0
3157,9.551666666666668,23.658711573822725,2,Santa Monica,CA,S,M,0,3,60000,84,0
3159,2.4050000000000002,5.626961880091245,2,National City,CA,S,F,0,2,140000,73,0
3163,4.879166666666666,12.91907431128895,2,Bellflower,CA,S,F,0,2,40000,72,0
3164,8.123333333333333,19.18718669668207,2,Torrance,CA,M,F,1,3,20000,68,0
3166,2.1374999999999997,7.40451720235695,1,Lemon Grove,CA,S,M,0,1,40000,21,0
3169,2.2308333333333334,7.727833353103141,1,Burbank,CA,S,M,0,1,150000,18,0
3170,3.0549999999999997,10.582830434245839,1,Burbank,CA,S,M,0,1,40000,63,0
3171,1.2308333333333332,4.263731737965386,1,San Jose,CA,M,F,2,1,40000,67,0
3179,6.2675,14.750266022254403,2,Spring Valley,CA,M,F,5,2,60000,35,0
3180,2.2016666666666667,7.626797055994957,1,Grossmont,CA,M,F,0,1,20000,39,0
3181,7.611666666666666,15.89289711751381,3,San Diego,CA,S,F,0,4,80000,50,1
3183,6.879166666666666,11.088962947112062,4,Pomona,CA,S,F,0,5,100000,65,0
3188,9.345833333333333,21.937564486653038,2,Lakewood,CA,S,M,0,2,40000,52,0
3189,0.5158333333333334,1.7868990831418918,1,Fremont,CA,M,F,3,1,80000,48,0
3191,9.008333333333333,23.881343358489293,2,West Covina,CA,S,F,0,3,150000,25,0
3194,7.558333333333334,15.21273021538411,3,Arcadia,CA,M,M,1,3,80000,76,0
3198,10.128333333333334,19.202549941151677,3,Glendale,CA,M,M,3,3,80000,73,0
3199,1.5199999999999998,5.265434455009387,1,San Diego,CA,M,F,4,1,40000,65,1
3203,7.660833333333334,12.32132184344265,4,Burbank,CA,S,M,0,5,20000,69,0
3204,5.635,14.435340786983991,2,El Cajon,CA,M,F,0,2,40000,20,0
3214,3.1991666666666667,11.082238417094867,1,Berkeley,CA,M,M,5,1,20000,81,0
3216,2.040833333333333,7.069654046226967,1,Glendale,CA,S,F,0,1,20000,71,0
3221,5.2325,9.647256911116802,3,Beverly Hills,CA,M,F,4,3,60000,50,1
3222,0.39999999999999997,1.3856406460551018,1,San Gabriel,CA,M,M,1,1,80000,52,0
3227,8.544166666666667,20.390776639689253,2,La Mesa,CA,S,F,0,2,40000,38,0
3228,1.7774999999999999,6.157440620907359,1,Chula Vista,CA,S,M,0,1,60000,74,0
3229,1.7983333333333331,6.2296094045560615,1,Daly City,CA,S,F,0,1,40000,48,0
3233,10.6,19.458986239127295,3,Burbank,CA,S,F,0,5,40000,42,0
3240,7.674166666666667,14.368060828438088,3,Burbank,CA,M,M,0,3,60000,58,0
3246,5.071666666666666,17.56876869144031,1,Arcadia,CA,M,F,3,2,20000,75,0
3251,4.099166666666667,11.79927305798835,2,Altadena,CA,M,F,2,2,140000,71,0
3257,5.85,10.884014967748888,3,La Mesa,CA,S,M,0,3,120000,32,0
3258,7.680833333333333,18.15962877991294,2,Altadena,CA,S,F,0,3,40000,23,0
3262,5.003333333333334,13.908378333896007,2,Woodland Hills,CA,M,F,1,2,40000,40,0
3270,6.069166666666667,11.753337211450228,4,Santa Monica,CA,S,M,0,4,20000,22,0
3275,1.7941666666666667,6.215175647826322,1,Coronado,CA,M,M,1,1,60000,40,0
3276,2.985,10.340343321186198,1,Lincoln Acres,CA,M,M,2,1,40000,50,0
3279,2.8183333333333334,9.762993051996572,1,Glendale,CA,S,M,0,1,40000,70,0
3285,18.178333333333335,29.94125212458355,4,Bellflower,CA,S,M,0,5,40000,61,0
3289,3.7591666666666668,13.022135321572009,1,Pomona,CA,M,M,3,1,140000,46,0
3291,14.069166666666668,25.961969899462677,4,Beverly Hills,CA,M,M,0,5,40000,39,1
3292,2.025,7.014805770653953,1,Altadena,CA,S,F,0,1,40000,25,0
3294,1.06,3.67194771204602,1,Grossmont,CA,M,F,0,1,40000,48,0
3297,4.289166666666667,10.694813915958038,2,Newport Beach,CA,M,M,0,2,60000,45,0
3300,2.1774999999999998,7.543081266962461,1,San Diego,CA,S,F,0,1,60000,39,1
3309,3.231666666666667,11.194821719586844,1,Lemon Grove,CA,M,M,0,1,120000,58,0
3316,8.0841666666666665,12.707998525147518,4,Beverly Hills,CA,M,M,0,4,140000,80,1
3321,7.206666666666666,17.18101189386032,2,El Cajon,CA,S,M,0,2,40000,46,0
3322,4.467499999999999,9.233798711059476,3,Lakewood,CA,M,F,3,3,20000,58,0
3323,4.485,10.524161378811746,2,Los Angeles,CA,M,M,0,2,140000,72,1
3327,0.8025000000000001,2.779941546148048,1,Santa Monica,CA,S,F,0,1,40000,86,0
3333,7.911666666666667,15.302969903871206,3,Arcadia,CA,S,F,0,3,120000,68,0
3337,3.188333333333333,11.04471064959754,1,Downey,CA,S,M,0,1,100000,51,0
3345,5.18,17.944046366413566,1,Bellflower,CA,S,M,0,1,120000,42,0
3346,4.0408333333333335,9.46121888969851,2,Bellflower,CA,S,F,0,2,100000,49,0
3349,1.5916666666666668,5.513695070760926,1,Woodland Hills,CA,M,M,0,1,150000,63,0
3352,10.418333333333333,16.75826191537304,5,Lakewood,CA,M,F,0,5,80000,87,0
3353,0.6633333333333333,2.2978540713747106,1,Santa Cruz,CA,M,F,2,1,20000,38,0
3357,4.493333333333333,12.620149353195853,2,National City,CA,M,M,0,2,20000,53,0
3361,2.7741666666666664,9.60999523066132,1,El Cajon,CA,M,M,1,1,20000,42,0
3369,2.5408333333333335,8.05809864595109,2,Chula Vista,CA,M,M,1,2,20000,33,0
3370,13.514166666666666,21.64600171282251,4,Burbank,CA,S,F,0,4,140000,56,0
3380,11.715833333333334,24.967085772466458,3,Grossmont,CA,S,F,0,3,40000,56,0
3386,8.945833333333333,16.934911470543668,3,Chula Vista,CA,M,F,4,3,40000,25,0
3403,2.0633333333333335,7.147596332567567,1,Altadena,CA,M,F,4,1,150000,36,0
3404,2.9658333333333338,10.273948040229392,1,El Cajon,CA,S,F,0,1,40000,34,0
3405,0.975,3.3774990747593105,1,Fremont,CA,M,M,1,1,40000,40,0
3407,8.871666666666666,15.264156965872301,4,West Covina,CA,S,M,0,4,20000,67,0
3410,2.0725000000000002,7.179350597372997,1,La Mesa,CA,S,F,0,1,140000,35,0
3414,3.6366666666666667,12.597782873717634,1,San Gabriel,CA,S,M,0,1,100000,39,0
3416,4.3566666666666665,8.573415924009556,3,Glendale,CA,M,F,1,3,120000,74,0
3417,1.9366666666666665,6.708810127983451,1,Mill Valley,CA,S,M,0,1,80000,38,0
3427,2.2508333333333335,7.797115385405896,1,Coronado,CA,M,F,2,1,150000,78,0
3428,3.3350000000000004,11.552778886484413,1,Spring Valley,CA,M,F,3,2,40000,23,0
3434,5.150833333333334,17.843010069305386,1,Lincoln Acres,CA,S,F,0,1,40000,52,0
3437,3.9450000000000003,10.023286069765925,3,Torrance,CA,S,F,0,3,60000,44,0
3449,8.348333333333333,14.623698595295945,4,Pomona,CA,M,F,0,4,40000,19,0
3451,4.696666666666666,12.151078764929276,2,Beverly Hills,CA,S,M,0,2,40000,24,1
3452,2.995,8.325741572212815,2,Chula Vista,CA,M,M,1,2,60000,66,0
3453,0.3983333333333334,1.3798671433632057,1,Daly City,CA,M,M,0,1,60000,34,0
3455,5.4175,14.005624925202536,2,Lakewood,CA,S,F,0,2,40000,55,0
3457,7.565833333333334,15.47884448255591,3,Coronado,CA,M,M,1,3,40000,22,0
3458,0.37666666666666665,1.3048116083685541,1,Coronado,CA,S,F,0,1,20000,61,0
3461,0.37000000000000005,1.2817175976009694,1,Spring Valley,CA,M,M,1,1,20000,31,0
3462,1.5058333333333334,5.216359682128269,1,Santa Monica,CA,S,M,0,1,40000,65,0
3469,3.275,9.195351098146379,2,Chula Vista,CA,M,M,3,2,60000,59,0
3480,9.1775,18.845225643261863,3,Woodland Hills,CA,S,F,0,3,20000,22,0
3485,12.746666666666666,23.206102776222593,3,San Gabriel,CA,S,F,0,4,80000,38,0
3488,2.888333333333333,10.005480165056214,1,San Diego,CA,S,M,0,1,40000,84,1
3498,4.170833333333333,12.461038522555254,2,El Cajon,CA,M,F,1,2,20000,41,0
3503,6,14.322033882987936,2,San Gabriel,CA,M,F,2,3,60000,77,0
3508,5.392500000000001,18.680167959630346,1,West Covina,CA,M,M,1,2,20000,65,0
3509,3.3674999999999997,11.665362188976388,1,Lincoln Acres,CA,S,F,0,1,100000,48,0
3510,2.3041666666666667,7.981867471546575,1,Spring Valley,CA,S,M,0,1,40000,56,0
3513,9.5275,18.19116625028353,3,Downey,CA,M,F,1,3,120000,31,0
3516,4.1258333333333335,14.292305913789185,1,Beverly Hills,CA,M,F,0,1,60000,78,1
3517,1.9383333333333335,6.714583630675349,1,Berkeley,CA,S,M,0,1,60000,46,0
3522,0.7725,2.6760184976939154,1,Novato,CA,M,F,0,1,40000,73,0
3527,7.351666666666667,17.17000600059901,2,National City,CA,S,M,0,2,20000,26,0
3531,5.5125,16.57032348672003,2,Bellflower,CA,S,F,0,2,60000,25,0
3532,12.974166666666667,22.91176532158784,4,Downey,CA,M,F,4,4,20000,35,0
3534,1.7175,5.949594523999093,1,Palo Alto,CA,M,M,3,1,20000,33,0
3540,1.75,6.06217782649107,1,Grossmont,CA,S,M,0,1,60000,29,0
3546,6.658333333333333,12.67190653183313,3,Chula Vista,CA,S,F,0,3,60000,56,0
3551,0.655,2.2689865579152295,1,Long Beach,CA,M,F,1,1,40000,37,0
3556,4.653333333333333,16.119619515774353,1,Torrance,CA,S,M,0,1,100000,56,0
3557,4.363333333333333,10.201144617892226,2,San Diego,CA,S,M,0,2,60000,71,1
3558,9.56,14.571679256819934,4,Lemon Grove,CA,S,F,0,4,80000,41,0
3561,7.259166666666666,16.978644585764112,2,Chula Vista,CA,S,M,0,2,60000,54,0
3563,0.9241666666666667,3.2014072426564746,1,Palo Alto,CA,M,F,0,1,60000,65,0
3564,0.8666666666666667,3.002221399786054,1,San Carlos,CA,S,F,0,1,60000,29,0
3565,1.6958333333333335,5.874538989004442,1,La Jolla,CA,M,M,1,1,40000,29,0
3579,10.720833333333333,16.539204366008846,4,San Gabriel,CA,S,F,0,4,20000,84,0
3580,10.205833333333334,20.574834787068195,3,Bellflower,CA,S,M,0,3,60000,56,0
3585,2.955,7.1605389588925625,3,Arcadia,CA,M,F,3,3,40000,71,0
3587,4.170833333333333,7.993045225050148,3,Altadena,CA,M,M,2,3,20000,37,0
3588,7.4991666666666665,24.30028075345982,2,Chula Vista,CA,S,F,0,3,20000,70,0
3594,6.505833333333333,14.009808549943166,3,Coronado,CA,M,F,1,4,20000,75,0
3597,2.02,6.997485262578264,1,Bellflower,CA,M,F,3,1,60000,73,0
